app_id | labels
8850|[]
8870|[]
8880|['strategy']
8890|['strategy']
8930|['strategy']
8970|[]
8980|[]
9000|[]
9010|[]
9030|[]
9040|[]
9050|[]
9060|[]
9160|[]
9180|[]
9200|['racing']
9310|['strategy']
9340|['strategy']
9350|['strategy']
9420|['strategy']
9450|['strategy']
9460|[]
9480|[]
9500|[]
9710|['strategy']
9760|['strategy']
9800|[]
9850|['strategy']
9880|[]
9900|['strategy']
9940|[]
9960|[]
9970|[]
9980|[]
10090|[]
10100|[]
10110|[]
10120|[]
10130|[]
10140|[]
10150|[]
10180|['strategy']
10220|[]
10230|[]
10240|[]
10250|[]
10260|[]
10270|['strategy']
10460|[]
10500|['strategy']
10520|[]
10680|['strategy']
11020|['racing']
11040|[]
11050|[]
11130|[]
11140|[]
11150|[]
11180|[]
11190|[]
11200|[]
11230|['racing']
11240|['strategy']
11250|['strategy']
11260|['strategy']
11280|[]
11330|['strategy']
11340|[]
11360|[]
11450|['strategy']
11480|['strategy']
11560|['strategy']
11590|[]
11610|[]
11920|[]
12100|[]
12110|[]
12120|[]
12130|[]
12140|[]
12150|[]
12160|['racing']
12170|[]
12180|[]
12200|[]
12210|[]
12220|['racing']
12310|[]
12320|[]
12330|[]
12340|[]
12360|['racing']
12370|[]
12380|[]
12390|[]
12420|['strategy']
12430|[]
12440|[]
12450|[]
12460|['strategy']
12470|['strategy']
12480|['strategy']
12500|['strategy']
12510|['strategy']
12520|['racing']
12530|['strategy']
12540|[]
12560|[]
12570|[]
12580|[]
12590|['racing']
12600|['racing']
12640|[]
12650|[]
12660|[]
12670|[]
12710|['strategy']
12770|[]
12790|[]
12810|['strategy']
12830|['strategy']
12900|['racing']
13000|[]
13140|['strategy']
13200|[]
13210|[]
13230|[]
13240|[]
13250|[]
13500|[]
13520|[]
13530|[]
13540|[]
13560|[]
13570|[]
13580|[]
13600|[]
13620|['strategy']
13630|[]
15000|[]
15080|[]
15100|[]
15120|['strategy']
15130|[]
15160|[]
15170|['strategy']
15190|['strategy']
15200|[]
15210|[]
15240|[]
15270|[]
15300|['strategy']
15320|[]
15350|[]
15370|['strategy']
15380|['strategy']
15390|['strategy']
15400|['strategy']
15500|[]
15520|[]
15540|[]
15560|[]
15620|['strategy']
15700|[]
15710|[]
15740|['strategy']
15750|['strategy']
15800|[]
15900|[]
15910|[]
15920|[]
15930|[]
15960|[]
15970|[]
16000|[]
16020|[]
16030|[]
16040|[]
16060|[]
16100|[]
16110|[]
16120|[]
16130|[]
16180|[]
16200|[]
16300|[]
16450|[]
16500|[]
16600|['racing']
16620|['racing']
16710|[]
16720|[]
16730|[]
16810|['strategy']
16900|[]
17080|[]
17100|['strategy']
17120|['strategy']
17140|['strategy']
17180|['strategy']
17300|[]
17330|[]
17390|['strategy']
17410|[]
17430|['racing']
17440|['strategy']
17450|[]
17460|[]
17470|[]
17480|['strategy']
17500|[]
17570|[]
17580|[]
17710|['strategy']
17740|['strategy']
18000|[]
18020|[]
18040|[]
18050|[]
18070|[]
18120|['strategy']
18300|[]
18400|['strategy']
18420|['strategy']
18430|[]
18450|[]
18460|[]
18470|['strategy']
18480|[]
18500|['strategy']
18600|['strategy']
18700|[]
18820|['racing']
19000|[]
19020|[]
19030|[]
19080|[]
19200|[]
19320|[]
19500|[]
19800|['strategy']
19810|[]
19830|['strategy']
19900|['strategy']
19980|[]
20200|[]
20500|[]
20510|[]
20530|[]
20540|['strategy']
20550|['strategy']
20570|['strategy']
20700|['strategy']
20710|['strategy']
20820|[]
20900|[]
20920|[]
21000|[]
21010|[]
21030|[]
21090|[]
21100|[]
21110|[]
21120|[]
21130|[]
21300|[]
21400|['strategy']
21500|['racing']
21600|['strategy']
21640|['strategy']
21660|[]
21670|[]
21680|[]
21690|[]
21780|['racing']
21800|['strategy']
21980|[]
22000|['strategy']
22100|['strategy']
22120|[]
22130|['strategy']
22140|[]
22180|[]
22200|[]
22230|['racing', 'strategy']
22300|[]
22310|[]
22320|[]
22330|[]
22340|[]
22350|[]
22370|[]
22380|[]
22450|[]
22490|[]
22500|['strategy']
22600|['strategy']
22610|[]
22650|[]
22670|[]
23150|[]
23300|[]
23310|['strategy']
23380|[]
23400|['strategy']
23420|['strategy']
23450|['strategy']
23460|['strategy']
23490|['strategy']
23500|[]
23530|[]
23600|['strategy']
23700|[]
24010|['strategy']
24200|[]
24240|['strategy']
24400|['strategy']
24410|['strategy']
24420|[]
24460|['strategy']
24480|['strategy']
24640|[]
24650|[]
24660|[]
24670|[]
24720|['strategy']
24740|['racing']
24780|['strategy']
24790|['strategy']
24800|['strategy']
24810|['strategy']
24840|[]
24870|['racing']
24960|['strategy']
24980|[]
25000|[]
25010|[]
25500|[]
25600|[]
25620|[]
25700|[]
25800|['strategy']
25830|['strategy']
25850|['strategy']
25890|['strategy']
25900|['strategy']
25910|['strategy']
25930|['strategy']
25980|['strategy']
25990|['strategy']
26000|[]
26300|[]
26500|[]
26800|['strategy']
26900|[]
27000|[]
27020|[]
27050|[]
27200|[]
27330|[]
27400|[]
27600|[]
27800|[]
27810|[]
27900|[]
27920|[]
27940|[]
28000|[]
29120|[]
29130|[]
29160|[]
29180|['strategy']
29800|['strategy']
29900|[]
31170|[]
31180|[]
31190|[]
31200|[]
31210|[]
31220|[]
31230|[]
31240|[]
31250|[]
31260|[]
31270|[]
31280|['strategy']
31290|[]
31300|[]
31700|[]
31800|[]
31810|[]
31820|[]
31830|[]
31840|[]
31850|[]
31860|[]
31870|[]
31880|[]
31890|[]
31900|[]
31910|[]
31920|[]
31930|[]
31980|[]
32000|[]
32110|[]
32120|[]
32140|[]
32150|['strategy']
32160|[]
32200|['racing']
32310|[]
32330|[]
32340|[]
32350|[]
32360|[]
32370|[]
32380|[]
32390|[]
32400|[]
32410|[]
32420|[]
32430|[]
32440|[]
32450|[]
32460|[]
32470|['strategy']
32500|[]
32510|['strategy']
32610|[]
32620|[]
32630|[]
32640|[]
32650|[]
32660|[]
32670|[]
32680|[]
32710|[]
32720|[]
32730|[]
32740|[]
32750|[]
32760|[]
32770|[]
32800|['strategy']
32900|['strategy']
33100|[]
33110|[]
33120|[]
33130|[]
33180|[]
33210|['strategy']
33230|[]
33320|[]
33390|[]
33460|['strategy']
33520|['strategy']
33550|[]
33570|['strategy']
33580|['strategy']
33600|[]
33610|[]
33620|['racing']
33650|[]
33660|[]
33670|['strategy']
33680|[]
33700|[]
33710|[]
33720|[]
33760|[]
33770|[]
33790|[]
33900|['strategy']
33930|['strategy']
33950|[]
33980|[]
33990|[]
34010|[]
34030|['strategy']
34180|[]
34190|['racing']
34270|[]
34410|[]
34420|['strategy']
34500|['strategy']
34600|['strategy']
34630|['strategy']
34640|['strategy']
34800|[]
34810|[]
34820|[]
34830|[]
34870|['strategy']
34900|[]
34920|[]
35000|[]
35070|[]
35130|[]
35140|[]
35300|['strategy']
35310|['racing']
35320|['racing']
35450|['strategy']
35460|[]
35480|['strategy']
35600|['strategy']
35700|[]
35720|[]
35800|[]
36000|[]
36100|[]
36130|[]
36150|['strategy']
36180|[]
36210|[]
36240|[]
36270|[]
36300|[]
36310|['strategy']
36320|[]
36900|[]
36910|[]
37000|['strategy']
37010|[]
37030|['strategy']
37100|[]
37210|[]
37220|[]
37230|[]
37240|[]
37260|[]
37270|[]
37280|[]
37290|[]
37300|[]
37310|[]
37320|[]
37330|[]
37340|[]
37360|[]
37370|[]
37380|[]
37390|[]
37400|[]
37500|[]
37600|[]
37700|[]
37800|[]
37960|[]
38000|[]
38070|[]
38080|[]
38090|[]
38100|[]
38110|[]
38120|[]
38130|[]
38140|[]
38150|[]
38160|[]
38170|[]
38180|[]
38190|[]
38210|[]
38230|[]
38400|[]
38410|[]
38420|['strategy']
38430|[]
38440|['strategy']
38450|[]
38460|[]
38490|[]
38600|[]
38700|[]
38720|['strategy']
38740|[]
39000|['strategy']
39110|[]
39120|['strategy']
39140|['strategy']
39150|[]
39160|[]
39190|[]
39200|[]
39210|[]
39500|[]
39510|[]
39520|['strategy']
39530|[]
39540|['strategy']
39550|['strategy']
39560|[]
39630|[]
39640|[]
39650|['strategy']
39660|['strategy']
39670|[]
39680|['strategy']
39690|[]
39800|[]
39900|[]
40100|['strategy']
40200|[]
40210|[]
40300|[]
40320|['strategy']
40330|[]
40340|[]
40350|[]
40380|['racing']
40390|[]
40400|['strategy']
40420|[]
40500|['strategy']
40700|[]
40720|[]
40800|[]
40930|[]
40950|['strategy']
40960|['strategy']
40970|['strategy']
40980|['strategy']
40990|['racing']
41000|[]
41050|[]
41060|[]
41070|[]
41100|[]
41300|[]
41400|[]
41500|[]
41600|[]
41660|[]
41680|[]
41700|[]
41740|[]
41800|['strategy']
41900|[]
42000|[]
42120|[]
42140|[]
42170|['strategy']
42200|[]
42210|[]
42220|[]
42230|[]
42500|[]
42670|[]
42700|[]
42810|['strategy']
42850|['strategy']
42890|['strategy']
42910|['strategy']
42920|['strategy']
42930|['strategy']
42940|['strategy']
42950|['strategy']
42960|['strategy']
42980|['strategy']
42990|['strategy']
43000|[]
43100|[]
43190|[]
43500|['strategy']
43600|[]
44100|['racing']
44340|['strategy']
44350|['racing']
44360|['racing']
44600|['racing']
44680|['racing']
44690|['racing']
45000|['strategy']
45100|['strategy']
45300|[]
45400|['strategy']
45410|['racing']
45420|[]
45450|['strategy']
45700|[]
45710|[]
45720|[]
45730|[]
45740|[]
45750|[]
45760|[]
45770|[]
46000|[]
46200|['racing']
46250|[]
46260|['strategy']
46270|['strategy']
46280|['strategy']
46290|['strategy']
46340|['strategy']
46350|['strategy']
46360|['strategy']
46370|[]
46380|['strategy']
46400|[]
46410|[]
46440|['strategy']
46450|['strategy']
46460|[]
46480|[]
46490|[]
46500|[]
46510|[]
46520|['racing']
46540|['strategy']
46550|[]
46560|['strategy']
46570|['strategy']
46600|[]
46700|['strategy']
46710|['strategy']
46720|[]
46730|[]
46740|[]
46750|[]
46760|['strategy']
46770|['strategy']
46790|['strategy']
46830|['strategy']
46840|['strategy']
46850|[]
47000|[]
47110|[]
47120|[]
47130|[]
47400|['strategy']
47410|['strategy']
47500|[]
47520|[]
47540|[]
47570|[]
47700|['strategy']
47730|[]
47780|[]
47790|[]
47800|['strategy']
47810|['strategy']
47870|['racing']
47890|['strategy']
47920|['racing']
48000|[]
48110|['strategy']
48150|[]
48190|[]
48220|['strategy']
48240|['strategy']
48700|['strategy']
48720|['strategy']
48800|[]
48900|[]
48950|['strategy']
49000|[]
49300|['strategy']
49320|[]
49330|['strategy']
49470|['strategy']
49520|[]
49540|[]
49600|[]
49800|[]
49810|[]
49900|[]
50000|['racing']
50130|[]
50300|[]
50510|[]
50620|[]
50820|[]
50910|[]
50920|[]
50930|[]
50940|[]
50960|[]
50970|[]
50980|[]
50990|[]
51000|[]
51010|[]
51020|[]
51030|[]
51060|[]
55000|['strategy']
55020|[]
55040|['strategy']
55100|[]
55110|[]
55140|['racing']
55150|[]
55230|[]
57000|[]
57200|[]
57300|[]
57620|['strategy']
57640|[]
57650|['strategy']
57680|[]
57690|['strategy']
57700|[]
57740|['strategy']
57800|[]
57900|[]
58200|[]
58230|[]
58400|[]
58520|['strategy']
58550|['strategy']
58560|[]
58570|[]
58610|['strategy']
60340|[]
60350|[]
60600|[]
60700|['strategy']
60800|[]
61100|[]
61310|[]
61500|['strategy']
61510|['strategy']
61520|['strategy']
61600|[]
61700|['strategy']
61730|[]
62000|['strategy']
62100|[]
63000|['strategy']
63110|[]
63200|['strategy']
63380|['strategy']
63500|['strategy']
63610|[]
63620|[]
63630|[]
63640|[]
63650|[]
63660|[]
63700|[]
63710|[]
63800|['strategy']
63900|['strategy']
63910|['strategy']
63940|['strategy']
63950|[]
63960|['strategy']
64000|['strategy']
65070|['racing']
65080|[]
65200|[]
65270|[]
65300|[]
65400|['strategy']
65500|[]
65530|['strategy']
65540|[]
65560|[]
65600|[]
65610|[]
65710|[]
65730|[]
65740|['strategy']
65780|['strategy']
65790|['strategy']
65800|['strategy']
65930|['strategy']
65980|['strategy']
67000|[]
67370|[]
70000|[]
70100|[]
70110|[]
70120|[]
70200|[]
70210|[]
70300|[]
70400|['strategy']
70420|[]
70500|[]
70600|['strategy']
70620|['strategy']
70640|['strategy']
70650|['strategy']
70660|[]
70900|['strategy']
71000|[]
71230|['racing']
71240|[]
71250|['racing']
71260|[]
71340|[]
72000|[]
72200|[]
72400|['strategy']
72500|[]
72850|[]
72900|[]
73010|['strategy']
73020|['strategy']
73060|['strategy']
73170|['strategy']
73190|['strategy']
73210|['strategy']
73220|['strategy']
78000|['strategy']
80000|['strategy']
80200|['strategy']
80300|[]
80310|[]
80330|[]
80340|[]
80350|[]
80360|[]
90200|[]
90400|[]
90500|['strategy']
91100|['racing']
91200|['strategy']
91310|[]
91330|['strategy']
91600|['strategy']
91700|[]
91800|[]
91810|[]
91900|['racing']
92000|['strategy']
92100|['strategy']
92200|[]
92210|[]
92220|[]
92300|[]
92400|[]
92600|[]
92700|[]
92800|['strategy']
92900|[]
93200|['strategy']
94000|[]
94200|[]
94300|[]
94400|[]
94590|[]
94600|[]
94610|[]
94620|[]
95000|[]
95300|[]
95400|[]
95700|[]
95900|[]
96000|[]
96100|[]
96200|[]
96800|[]
96900|['strategy']
97000|[]
97100|[]
97110|['strategy']
97120|['strategy']
97130|['strategy']
97330|['strategy']
98100|[]
98200|['strategy']
98300|['strategy']
98400|[]
98500|[]
98600|['strategy']
98800|[]
98900|['strategy']
99100|[]
99120|[]
99200|[]
99300|['racing']
99400|[]
99410|[]
99700|['strategy']
99900|[]
99910|['strategy']
100400|[]
100980|[]
102200|[]
102400|['strategy']
102500|[]
102600|['strategy']
102810|[]
102840|[]
102850|[]
104000|['strategy']
104020|[]
104100|['strategy']
104200|['strategy']
104600|[]
104900|['strategy']
105000|[]
105100|[]
105300|[]
105420|[]
105450|['strategy']
105600|[]
105700|[]
105800|[]
107100|[]
107200|['strategy']
107300|[]
107310|[]
107410|['strategy']
107600|[]
107800|[]
108110|[]
108200|['strategy']
108210|['strategy']
108500|['strategy']
108600|[]
108700|['racing']
108710|[]
108800|[]
109200|[]
109500|[]
109600|[]
109700|['strategy']
110400|['racing']
110500|[]
110600|[]
110610|[]
110630|[]
110800|['strategy']
111000|[]
111010|[]
111100|['racing']
111300|['racing']
111400|[]
111600|[]
111800|[]
111900|['strategy']
112100|['strategy']
113020|['strategy']
113200|[]
113400|['racing']
113420|[]
115100|[]
115110|[]
115120|['strategy']
115200|['strategy']
115210|['strategy']
115220|['strategy']
115320|[]
115800|[]
116100|['racing']
116120|[]
200010|['strategy']
200020|[]
200080|[]
200130|['strategy']
200150|['strategy']
200170|['strategy']
200190|[]
200210|['strategy']
200230|['racing']
200260|[]
200370|['strategy']
200390|['strategy']
200410|[]
200490|[]
200510|['strategy']
200550|['strategy']
200670|['strategy']
200710|[]
200900|[]
200910|[]
200940|[]
200960|['strategy']
200980|['strategy']
200990|['strategy']
201000|['strategy']
201010|['strategy']
201070|['strategy']
201210|['strategy']
201230|[]
201290|['strategy']
201420|[]
201480|[]
201490|['strategy']
201510|['racing']
201570|[]
201790|['strategy']
201810|[]
201830|[]
201870|[]
202070|[]
202130|['strategy']
202170|['racing']
202200|['strategy']
202310|['racing']
202370|[]
202410|[]
202530|[]
202670|[]
202690|['strategy']
202710|['strategy']
202730|[]
202750|[]
202860|['strategy']
202970|[]
203140|['strategy']
203160|[]
203210|[]
203290|['strategy']
203350|['strategy']
203510|[]
203560|[]
203630|['strategy']
203650|[]
203680|['racing']
203750|[]
203770|['strategy']
203810|[]
203830|[]
203990|[]
204030|[]
204060|[]
204100|[]
204120|[]
204180|['strategy']
204220|[]
204240|['strategy']
204300|['strategy']
204340|[]
204360|[]
204390|[]
204440|[]
204530|['strategy']
204560|['strategy']
204580|[]
204630|['racing']
204760|[]
204860|['strategy']
204880|['strategy']
204940|['strategy']
204960|[]
205020|[]
205060|[]
205070|[]
205080|[]
205090|[]
205100|[]
205190|[]
205230|[]
205270|[]
205530|['strategy']
205550|[]
205610|['strategy']
205650|[]
205690|[]
205710|[]
205730|[]
205810|['strategy']
205830|[]
205840|[]
205870|[]
205910|[]
205930|[]
205950|[]
205990|['strategy']
206020|[]
206040|[]
206060|[]
206190|['strategy']
206210|[]
206230|[]
206250|[]
206370|[]
206410|['strategy']
206420|[]
206440|[]
206480|[]
206500|['strategy']
206610|[]
206690|['strategy']
206760|[]
207000|[]
207020|['racing']
207040|[]
207080|[]
207140|['racing']
207150|['strategy']
207170|[]
207190|['racing']
207230|[]
207250|['strategy']
207320|[]
207340|[]
207350|[]
207370|[]
207380|[]
207400|[]
207420|[]
207430|[]
207490|[]
207530|[]
207570|[]
207610|[]
207650|['strategy']
207670|[]
207690|[]
207710|['strategy']
207730|['strategy']
207750|[]
207790|[]
207930|[]
208090|[]
208110|[]
208140|['strategy']
208200|[]
208400|['strategy']
208460|['strategy']
208480|[]
208500|['racing']
208520|['strategy']
208580|[]
208600|[]
208620|[]
208630|[]
208640|[]
208650|['strategy']
208670|[]
208710|[]
208730|[]
208750|[]
209000|[]
209060|[]
209080|['strategy']
209100|[]
209120|[]
209160|[]
209190|[]
209230|[]
209270|['strategy']
209330|[]
209360|[]
209370|[]
209390|['strategy']
209520|['racing']
209540|[]
209610|[]
209630|[]
209650|[]
209670|['strategy']
209690|['strategy']
209730|[]
209750|['strategy']
209790|[]
209830|[]
209850|['strategy']
209870|[]
209950|['strategy']
210170|['strategy']
210230|[]
210490|['strategy']
210550|[]
210770|['strategy']
210870|[]
210950|[]
210970|[]
211010|[]
211070|['strategy']
211160|['strategy']
211180|[]
211260|[]
211280|[]
211340|[]
211360|[]
211400|[]
211420|[]
211440|[]
211500|['racing']
211580|[]
211600|[]
211740|[]
211780|['strategy']
211800|[]
211820|[]
211900|['strategy']
211970|['racing']
212010|['strategy']
212030|[]
212050|[]
212070|[]
212110|[]
212160|[]
212200|[]
212390|[]
212410|[]
212480|['racing']
212500|[]
212630|['strategy']
212680|['strategy']
212700|[]
212780|[]
212800|[]
213030|[]
213330|[]
213350|[]
213390|[]
213610|['racing']
213650|['strategy']
213670|[]
213850|['strategy']
214100|['strategy']
214130|[]
214150|['strategy']
214170|[]
214250|[]
214340|[]
214360|['strategy']
214420|['strategy']
214490|[]
214510|[]
214550|['strategy']
214560|['strategy']
214570|[]
214590|[]
214610|[]
214630|[]
214700|[]
214730|['strategy']
214770|[]
214790|['strategy']
214830|[]
214870|[]
214910|[]
214950|['strategy']
214970|[]
215080|['strategy']
215100|[]
215120|[]
215160|[]
215280|[]
215390|[]
215450|[]
215470|['strategy']
215510|[]
215530|[]
215550|[]
215630|[]
215670|[]
215690|[]
215710|['strategy']
215770|['strategy']
215790|[]
215830|[]
215870|[]
215930|['strategy']
216090|['strategy']
216110|['strategy']
216130|['strategy']
216150|[]
216210|[]
216250|[]
216260|[]
216290|[]
216670|['strategy']
216890|['strategy']
216910|['strategy']
216930|[]
217100|[]
217120|[]
217140|[]
217200|['strategy']
217270|[]
217290|[]
217690|[]
217750|[]
217790|[]
217920|[]
218020|['strategy']
218040|['strategy']
218060|[]
218090|['strategy']
218230|['strategy']
218410|['strategy']
218510|['strategy']
218620|['strategy']
218640|[]
218660|[]
218680|['strategy']
218700|[]
218740|[]
218760|[]
218820|[]
219070|[]
219150|[]
219190|[]
219200|[]
219340|['strategy']
219640|[]
219680|[]
219700|['strategy']
219740|[]
219760|[]
219780|[]
219830|['strategy']
219890|[]
219910|[]
219950|[]
219990|[]
220090|[]
220160|['racing']
220200|['strategy']
220240|[]
220260|[]
220420|[]
220440|[]
220460|[]
220660|['strategy']
220700|[]
220740|[]
220780|[]
220820|['racing']
220860|[]
220900|['strategy']
220960|[]
220980|[]
221020|['strategy']
221040|[]
221100|[]
221180|['strategy']
221220|[]
221260|[]
221380|['strategy']
221540|['strategy']
221640|[]
221680|[]
221810|[]
221830|[]
221910|[]
222140|[]
222160|[]
222180|[]
222420|[]
222440|[]
222480|[]
222500|['racing']
222520|[]
222640|['strategy']
222730|['strategy']
222750|['strategy']
222880|['strategy']
222940|[]
222980|[]
223000|['strategy']
223100|[]
223220|[]
223280|[]
223330|[]
223410|[]
223430|[]
223450|['racing']
223470|[]
223490|['strategy']
223510|[]
223630|['strategy']
223710|[]
223730|[]
223750|['strategy']
223810|[]
223830|['strategy']
223850|[]
224000|[]
224040|['racing']
224260|[]
224280|[]
224300|[]
224380|[]
224440|['strategy']
224460|[]
224480|[]
224500|['strategy']
224540|[]
224600|[]
224700|['strategy']
224740|['strategy']
224760|[]
224820|[]
224860|['strategy']
224900|['strategy']
224920|[]
224940|[]
224960|[]
224980|[]
225000|[]
225020|[]
225080|[]
225160|[]
225260|['strategy']
225280|[]
225300|[]
225320|[]
225360|[]
225420|['strategy']
225540|[]
225600|['strategy']
225640|[]
225840|[]
226100|['strategy']
226120|['strategy']
226560|[]
226580|['racing']
226620|['strategy']
226700|[]
226720|[]
226740|[]
226780|['racing']
226820|[]
226840|['strategy']
226860|['strategy']
226920|[]
226960|['strategy']
227000|[]
227060|['strategy']
227080|[]
227100|[]
227160|[]
227180|['strategy']
227200|[]
227220|['strategy']
227260|[]
227300|['racing']
227380|[]
227400|[]
227480|[]
227560|[]
227580|['strategy']
227600|[]
227760|['strategy']
227780|[]
227800|[]
227860|['strategy']
227900|['strategy']
227920|['strategy']
227940|['strategy']
228180|[]
228200|['strategy']
228260|['strategy']
228280|['strategy']
228300|[]
228320|['strategy']
228360|[]
228380|['racing']
228400|[]
228440|['strategy']
228760|['racing']
228960|['strategy']
229480|[]
229520|['strategy']
229560|[]
229580|[]
229600|[]
229810|[]
229870|[]
229890|['racing']
229950|[]
229970|['strategy']
230050|[]
230070|[]
230150|[]
230190|['strategy']
230210|[]
230230|['strategy']
230270|[]
230290|[]
230310|[]
230330|[]
230410|[]
230650|['strategy']
230700|[]
230760|[]
230820|[]
230840|[]
230980|[]
231020|[]
231040|[]
231060|[]
231140|['strategy']
231160|[]
231200|[]
231310|[]
231330|[]
231430|['strategy']
231720|['strategy']
231740|[]
231910|[]
232010|[]
232050|['strategy']
232090|[]
232430|[]
232450|['strategy']
232750|[]
232770|[]
232790|[]
232810|['strategy']
232890|['strategy']
232910|['racing']
232950|[]
232970|[]
233110|['strategy']
233130|[]
233150|[]
233190|[]
233210|[]
233230|[]
233270|[]
233290|[]
233310|['strategy']
233350|[]
233370|[]
233410|[]
233450|['strategy']
233470|[]
233510|[]
233530|[]
233550|[]
233610|['racing']
233680|[]
233700|['strategy']
233720|[]
233740|['strategy']
233800|[]
233840|['strategy']
233860|['strategy']
233980|[]
234080|[]
234100|['strategy']
234140|['racing']
234160|[]
234190|[]
234270|[]
234290|[]
234330|['strategy']
234350|[]
234370|[]
234390|[]
234490|['racing']
234630|['racing']
234650|['strategy']
234670|[]
234710|['strategy']
234820|[]
234900|[]
234920|[]
234940|[]
235070|[]
235210|[]
235250|['strategy']
235320|['strategy']
235340|['strategy']
235360|['strategy']
235380|['strategy']
235400|['strategy']
235460|[]
235520|['strategy']
235540|[]
235600|['strategy']
235620|['strategy']
235660|['strategy']
235720|['strategy']
235800|['racing']
235820|[]
235900|[]
235980|[]
236010|[]
236090|[]
236110|['strategy']
236130|['strategy']
236150|['strategy']
236290|[]
236370|[]
236390|['strategy']
236430|[]
236450|['strategy']
236470|[]
236490|[]
236510|['strategy']
236690|['strategy']
236730|['strategy']
236790|[]
236850|['strategy']
236870|['strategy']
236890|[]
236930|[]
236970|[]
237110|[]
237310|[]
237350|['strategy']
237430|['strategy']
237470|['strategy']
237550|[]
237570|[]
237630|[]
237740|[]
237760|[]
237850|[]
237870|[]
237890|['strategy']
237930|['strategy']
237950|['strategy']
237970|[]
237990|['strategy']
238010|[]
238050|[]
238070|[]
238090|['strategy']
238210|[]
238240|[]
238260|[]
238280|[]
238320|[]
238370|[]
238430|[]
238460|[]
238530|[]
238630|[]
238750|[]
238870|['strategy']
238890|['strategy']
238910|['strategy']
238930|['strategy']
238960|[]
239030|['strategy']
239070|[]
239090|[]
239120|['strategy']
239140|[]
239160|['strategy']
239200|[]
239250|[]
239430|['strategy']
239660|[]
239700|[]
239720|[]
239800|[]
239820|['strategy']
